"id","status","type","task","blueprint_line","section_path","evidence","notes"
"9.2","❌","table","تطبيق الفني - الصيانة | توثيق الاستبدال | عالية جداً","3311","API لتحديث المكون (استبدال) > 📊 الشاشات المطلوبة:","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.3","❌","table","سجل الاستبدال | تاريخ الاستبدالات | عالية","3312","API لتحديث المكون (استبدال) > 📊 الشاشات المطلوبة:","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.4","❌","table","المكونات التالفة | إدارة المكونات التالفة | متوسطة","3313","API لتحديث المكون (استبدال) > 📊 الشاشات المطلوبة:","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.5","❌","table","تقارير الصيانة | تقارير الصيانة والتكاليف | عالية","3314","API لتحديث المكون (استبدال) > 📊 الشاشات المطلوبة:","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"7.2","❌","table","إدارة المخزون | إضافة شاشات STS | عالية جداً","3917","API لصرف المواد > 📊 الشاشات المطلوبة (تحديث):","",""
"8.3","❌","table","تطبيق الفني | تسليم الشاشة | عالية جداً","3918","API لصرف المواد > 📊 الشاشات المطلوبة (تحديث):","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"9.2","❌","table","الصيانة | استبدال الشاشة | عالية جداً","3919","API لصرف المواد > 📊 الشاشات المطلوبة (تحديث):","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"8.2.2.1","❌","bullet","عرض جميع قواعس التسعير","4081","مثال على البيانات الأولية > 8.2.2: واجهة إدارة قواعد التسعير (Pricing Rules Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2.2","❌","bullet","إضافة قاعدة تسعير جديدة","4082","مثال على البيانات الأولية > 8.2.2: واجهة إدارة قواعد التسعير (Pricing Rules Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2.3","❌","bullet","تعديل قاعدة تسعير موجودة","4083","مثال على البيانات الأولية > 8.2.2: واجهة إدارة قواعد التسعير (Pricing Rules Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2.4","❌","bullet","تفعيل/تعطيل قاعدة تسعير","4084","مثال على البيانات الأولية > 8.2.2: واجهة إدارة قواعد التسعير (Pricing Rules Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2.5","❌","bullet","عرض السجل التاريخي للتغييرات","4085","مثال على البيانات الأولية > 8.2.2: واجهة إدارة قواعد التسعير (Pricing Rules Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.5.1","❌","bullet","عند اختيار ""نوع العداد"" و ""نوع الاستخدام""، يعرض النظام التكاليف تلقائياً","4434","API لتحديث قاعدة تسعير > 8.2.5: واجهة التسجيل المحدثة (Updated Registration Interface)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.5.2","❌","bullet","إخفاء حقول التأمين إذا كان نوع العداد STS","4435","API لتحديث قاعدة تسعير > 8.2.5: واجهة التسجيل المحدثة (Updated Registration Interface)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.5.3","❌","bullet","عرض تفصيل الفاتورة قبل الحفظ","4436","API لتحديث قاعدة تسعير > 8.2.5: واجهة التسجيل المحدثة (Updated Registration Interface)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.5.4","❌","bullet","تأكيد المستخدم قبل إنشاء الفاتورة","4437","API لتحديث قاعدة تسعير > 8.2.5: واجهة التسجيل المحدثة (Updated Registration Interface)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.1","❌","table","إدارة قواعس التسعير | إنشاء وتعديل القواعس | عالية جداً","4473","API لتحديث قاعدة تسعير > 📊 الشاشات المطلوبة (تحديث):","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2","❌","table","نموذج التسجيل المحدث | عرض التكاليف تلقائياً | عالية جداً","4474","API لتحديث قاعدة تسعير > 📊 الشاشات المطلوبة (تحديث):","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.3","❌","table","تفصيل الفاتورة | عرض بنود الفاتورة | عالية","4475","API لتحديث قاعدة تسعير > 📊 الشاشات المطلوبة (تحديث):","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"10.4","❌","table","معالج استبدال العداد | تقدير واستبدال تلقائي | عالية جداً","5049","API لعرض إحصائيات المستودعات > 📊 الشاشات المطلوبة (تحديث):","",""
"10.5","❌","table","معالج ترقية الاشتراك | ترقية ذكية مع إلغاء تأمين | عالية جداً","5050","API لعرض إحصائيات المستودعات > 📊 الشاشات المطلوبة (تحديث):","",""
"7.4","❌","table","إدارة المستودعات | نقل الأصناف بين المستودعات | عالية","5051","API لعرض إحصائيات المستودعات > 📊 الشاشات المطلوبة (تحديث):","",""
"7.5","❌","table","إحصائيات المستودعات | عرض حالة المخزون | متوسطة","5052","API لعرض إحصائيات المستودعات > 📊 الشاشات المطلوبة (تحديث):","",""
"7.1","❌","table","كتالوج الأصناف | تطوير كتالوج شامل (عدادات، شاشات STS، أختام، قواطع)","5651","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 1: نظام إدارة المخزون (Inventory Management System)**","",""
"7.2","❌","table","إدارة المخزون | شاشة إدارة المخزون مع تتبع الرقم التسلسلي","5652","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 1: نظام إدارة المخزون (Inventory Management System)**","",""
"7.3","❌","table","طلب وصرف المواد | شاشة رقمية لطلب وصرف المواد","5653","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 1: نظام إدارة المخزون (Inventory Management System)**","",""
"7.4","❌","table","المستودعات الافتراضية | إنشاء مستودعات (جديد، مستعمل، تالف)","5654","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 1: نظام إدارة المخزون (Inventory Management System)**","",""
"1.3","❌","table","إدارة المحطات | واجهات أساسية لإدارة المحطات (المستأجرين)","5664","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","",""
"1.4","❌","table","إدارة المشتركين | وحدة أساسية لإدارة ملفات المشتركين والعدادات","5665","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","",""
"2.1","❌","table","فوترة العدادات التقليدية | أتمتة الفوترة (وظيفة مجدولة)","5666","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","",""
"2.3","❌","table","بوابات الدفع الإلكتروني | وحدة التكامل مع بوابات الدفع","5667","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","",""
"2.4","❌","table","SMS/WhatsApp | وحدة التكامل مع خدمات الإشعارات","5668","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","",""
"8.1","❌","table","نموذج طلب الاشتراك | نموذج رقمي (استبدال العقد الورقي)","5669","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2","❌","table","محرك التسعير | محرك تسعير مرن لحساب الرسوم والتأمين","5670","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"9.1","❌","table","ربط التأمين | ربط مبلغ التأمين بملف المشترك المالي","5671","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.2","❌","table","مراقبة المديونية | نظام مراقبة المديونية مقابل التأمين","5672","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 2: نظام إدارة علاقات العملاء والفوترة (CRM & Billing System)**","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"8.3","❌","table","تطبيق الفني الميداني | تطوير تطبيق الفني مع سير عمل التركيب الجديد","5682","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 3: نظام إدارة الصيانة الميدانية (Field Service Management System)**","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"10.1","❌","table","نموذج طلب الصيانة | نموذج طلب صيانة/استبدال (أمر العمل)","5683","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 3: نظام إدارة الصيانة الميدانية (Field Service Management System)**","",""
"10.2","❌","table","سير عمل الاستبدال | تحديث التطبيق لدعم سير عمل الاستبدال والصيانة","5684","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 3: نظام إدارة الصيانة الميدانية (Field Service Management System)**","",""
"10.4","❌","table","معالج الاستبدال | دمج معالج استبدال العداد التالف (مع حساب الاستهلاك التقديري)","5685","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 3: نظام إدارة الصيانة الميدانية (Field Service Management System)**","",""
"10.5","❌","table","معالج الترقية | دمج معالج ترقية نوع الاشتراك","5686","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 3: نظام إدارة الصيانة الميدانية (Field Service Management System)**","",""
"4.1","❌","table","شجرة الحسابات | تصميم شجرة حسابات شاملة (40+ حساب)","5696","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 4: النظام المحاسبي المتكامل (Integrated Accounting System)**","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2","❌","table","محرك القيود | برمجة آلية إنشاء القيود (فردية ومجمعة)","5697","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 4: النظام المحاسبي المتكامل (Integrated Accounting System)**","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3","❌","table","عرض القيود | واجهة عرض قيود اليومية","5698","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 4: النظام المحاسبي المتكامل (Integrated Accounting System)**","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4","❌","table","مطابقة البنك | واجهة مطابقة الإيداعات البنكية","5699","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 4: النظام المحاسبي المتكامل (Integrated Accounting System)**","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"3.1","❌","table","تكامل STS | وحدة التكامل مع النظام الوسيط لعدادات STS","5709","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 5: وحدات التكامل مع الأنظمة الخارجية (Integration Modules)**","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2","❌","table","تكامل IoT | وحدة التكامل مع منصة Acrel IoT-EMS","5710","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 5: وحدات التكامل مع الأنظمة الخارجية (Integration Modules)**","drizzle/schema.ts; server/customerSystemRouter.ts",""
"5","❌","table","الدعم الحكومي | وحدة إدارة الدعم الحكومي","5711","API لإتمام أمر العمل > 🔄 التحديثات الحاسمة من المراجعات (Critical Updates - Files 13, 14, 15) > تحديث 1: إعادة هيكلة وتنظيم المهام على الأنظمة الصحيحة > **النظام 5: وحدات التكامل مع الأنظمة الخارجية (Integration Modules)**","",""
